"FullName","Name","CreationTime","LastWriteTime","Length","Attributes"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\December\Payment #31 - December 2022 - Certificate of Subcontractor.doc","Payment #31 - December 2022 - Certificate of Subcontractor.doc","1/4/2023 1:32:00 PM","1/4/2023 1:32:00 PM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\December\Payment #31 - December 2022 - Certificate of Subcontractor.pdf","Payment #31 - December 2022 - Certificate of Subcontractor.pdf","1/4/2023 1:33:48 PM","1/4/2023 1:33:49 PM","263961","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\February\Payment #25 - February 2022 - Certificate of Subcontractor.doc","Payment #25 - February 2022 - Certificate of Subcontractor.doc","3/2/2022 4:12:12 PM","3/2/2022 4:14:02 PM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\February\Payment #25 - February 2022 - Certificate of Subcontractor.pdf","Payment #25 - February 2022 - Certificate of Subcontractor.pdf","3/2/2022 4:13:58 PM","3/2/2022 4:27:05 PM","214042","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\January\Payment #24 - January 2022 - Certificate of Subcontractor.doc","Payment #24 - January 2022 - Certificate of Subcontractor.doc","2/3/2022 8:55:42 AM","2/3/2022 8:58:57 AM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\January\Payment #24 - January 2022 - Certificate of Subcontractor.pdf","Payment #24 - January 2022 - Certificate of Subcontractor.pdf","2/3/2022 11:01:25 AM","2/3/2022 11:02:49 AM","232285","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\July\Payment #26 - July 2022 - Certificate of Subcontractor SM.pdf","Payment #26 - July 2022 - Certificate of Subcontractor SM.pdf","9/1/2022 8:53:00 PM","9/1/2022 8:53:00 PM","143331","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\July\Payment #26 - July 2022 - Certificate of Subcontractor.doc","Payment #26 - July 2022 - Certificate of Subcontractor.doc","8/2/2022 9:14:00 AM","8/2/2022 9:14:00 AM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\June\Payment #25 - June 2022 - Certificate of Subcontractor.doc","Payment #25 - June 2022 - Certificate of Subcontractor.doc","7/5/2022 12:38:53 PM","7/5/2022 12:41:16 PM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\June\Payment #25 - June 2022 - Certificate of Subcontractor.pdf","Payment #25 - June 2022 - Certificate of Subcontractor.pdf","7/5/2022 12:41:13 PM","7/5/2022 1:13:56 PM","180710","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\March\Payment #24 - March 2022 - Certificate of Subcontractor SM.pdf","Payment #24 - March 2022 - Certificate of Subcontractor SM.pdf","4/1/2022 1:30:56 PM","4/1/2022 1:32:17 PM","180919","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\March\Payment #24 - March 2022 - Certificate of Subcontractor.doc","Payment #24 - March 2022 - Certificate of Subcontractor.doc","4/1/2022 10:05:18 AM","4/1/2022 10:08:13 AM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\March\Payment #24 - March 2022 - Certificate of Subcontractor.pdf","Payment #24 - March 2022 - Certificate of Subcontractor.pdf","4/1/2022 10:07:54 AM","4/1/2022 10:07:54 AM","66551","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\May\Payment #24 - May 2022 - Certificate of Subcontractor SM.pdf","Payment #24 - May 2022 - Certificate of Subcontractor SM.pdf","6/9/2022 3:10:39 PM","6/9/2022 3:12:15 PM","213594","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\May\Payment #24 - May 2022 - Certificate of Subcontractor.doc","Payment #24 - May 2022 - Certificate of Subcontractor.doc","6/2/2022 11:11:48 AM","6/2/2022 11:14:44 AM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\November\Payment #30 - November 2022 - Certificate of Subcontractor SM.pdf","Payment #30 - November 2022 - Certificate of Subcontractor SM.pdf","12/2/2022 8:32:24 AM","12/2/2022 8:33:50 AM","168529","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\November\Payment #30 - November 2022 - Certificate of Subcontractor.doc","Payment #30 - November 2022 - Certificate of Subcontractor.doc","12/1/2022 10:58:05 AM","12/1/2022 10:58:00 AM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\November\Payment #30 - November 2022 - Certificate of Subcontractor.pdf","Payment #30 - November 2022 - Certificate of Subcontractor.pdf","12/1/2022 10:58:24 AM","12/1/2022 10:58:41 AM","106433","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\October\Payment #29 - October 2022 - Certificate of Subcontractor SM.pdf","Payment #29 - October 2022 - Certificate of Subcontractor SM.pdf","11/28/2022 2:06:06 PM","11/28/2022 2:06:06 PM","165474","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\October\Payment #29 - October 2022 - Certificate of Subcontractor.doc","Payment #29 - October 2022 - Certificate of Subcontractor.doc","11/1/2022 11:52:47 AM","11/2/2022 10:55:25 AM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\October\Payment #29 - October 2022 - Certificate of Subcontractor.pdf","Payment #29 - October 2022 - Certificate of Subcontractor.pdf","11/2/2022 10:55:16 AM","11/2/2022 10:55:16 AM","66427","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\September\Payment #27 - September 2022 - Certificate of Subcontractor.doc","Payment #27 - September 2022 - Certificate of Subcontractor.doc","10/3/2022 2:06:00 PM","10/3/2022 2:06:00 PM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\September\Payment #27 - September 2022 - Certificate of Subcontractor.pdf","Payment #27 - September 2022 - Certificate of Subcontractor.pdf","10/3/2022 2:07:17 PM","10/3/2022 2:07:17 PM","85192","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2022\September\Payment #28 - September 2022 - Certificate of Subcontractor SM.pdf","Payment #28 - September 2022 - Certificate of Subcontractor SM.pdf","10/3/2022 3:07:00 PM","10/3/2022 3:13:12 PM","173848","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\April\Payment #34 - April 2023 - Certificate of Subcontractor SM.pdf","Payment #34 - April 2023 - Certificate of Subcontractor SM.pdf","5/9/2023 8:43:00 AM","5/9/2023 8:46:38 AM","266309","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\April\Payment #34 - April 2023 - Certificate of Subcontractor.doc","Payment #34 - April 2023 - Certificate of Subcontractor.doc","5/1/2023 11:27:00 AM","5/1/2023 11:27:00 AM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\April\Payment #34 - April 2023 - Certificate of Subcontractor.pdf","Payment #34 - April 2023 - Certificate of Subcontractor.pdf","5/1/2023 11:27:40 AM","5/1/2023 11:29:05 AM","124675","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\August\Payment #38 - August 2023 - Certificate of Subcontractor.doc","Payment #38 - August 2023 - Certificate of Subcontractor.doc","9/5/2023 12:33:00 PM","9/5/2023 12:33:00 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\August\Payment #38 - August 2023 - Certificate of Subcontractor.pdf","Payment #38 - August 2023 - Certificate of Subcontractor.pdf","9/11/2023 11:30:00 AM","9/11/2023 11:31:54 AM","300647","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\December\Payment #42 - December 2023 - Certificate of Subcontractor SM.pdf","Payment #42 - December 2023 - Certificate of Subcontractor SM.pdf","1/16/2024 12:59:00 PM","1/16/2024 12:59:00 PM","297612","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\December\Payment #42 - December 2023 - Certificate of Subcontractor.doc","Payment #42 - December 2023 - Certificate of Subcontractor.doc","1/4/2024 12:51:00 PM","1/4/2024 12:51:00 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\December\Payment #42 - December 2023 - Certificate of Subcontractor.pdf","Payment #42 - December 2023 - Certificate of Subcontractor.pdf","1/4/2024 12:52:16 PM","1/16/2024 1:44:14 PM","195998","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\February\Payment #33 - February 2023 - Certificate of Subcontractor SM.pdf","Payment #33 - February 2023 - Certificate of Subcontractor SM.pdf","3/8/2023 12:18:00 PM","3/8/2023 12:20:30 PM","264248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\February\Payment #33 - February 2023 - Certificate of Subcontractor.doc","Payment #33 - February 2023 - Certificate of Subcontractor.doc","3/3/2023 3:02:00 PM","3/3/2023 3:02:00 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\February\Payment #33 - February 2023 - Certificate of Subcontractor.pdf","Payment #33 - February 2023 - Certificate of Subcontractor.pdf","3/3/2023 3:03:13 PM","3/3/2023 3:04:43 PM","124903","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\January\Payment #32 - January 2023 - Certificate of Subcontractor SM.pdf","Payment #32 - January 2023 - Certificate of Subcontractor SM.pdf","2/7/2023 12:59:00 PM","2/7/2023 1:08:27 PM","264446","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\January\Payment #32 - January 2023 - Certificate of Subcontractor.doc","Payment #32 - January 2023 - Certificate of Subcontractor.doc","2/1/2023 12:36:00 PM","2/1/2023 12:36:00 PM","53760","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\January\Payment #32 - January 2023 - Certificate of Subcontractor.pdf","Payment #32 - January 2023 - Certificate of Subcontractor.pdf","2/1/2023 12:37:20 PM","2/1/2023 12:39:25 PM","124902","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\July\Payment #37 - July 2023 - Certificate of Subcontractor.doc","Payment #37 - July 2023 - Certificate of Subcontractor.doc","8/4/2023 9:48:38 AM","8/4/2023 9:48:38 AM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\July\Payment #37 - July 2023 - Certificate of Subcontractor.pdf","Payment #37 - July 2023 - Certificate of Subcontractor.pdf","8/4/2023 1:24:00 PM","8/4/2023 1:33:02 PM","332603","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\June\Payment #36 - June 2023 - Certificate of Subcontractor S M.pdf","Payment #36 - June 2023 - Certificate of Subcontractor S M.pdf","7/10/2023 3:11:00 PM","7/10/2023 3:20:56 PM","195637","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\June\Payment #36 - June 2023 - Certificate of Subcontractor.doc","Payment #36 - June 2023 - Certificate of Subcontractor.doc","7/6/2023 11:56:00 AM","7/6/2023 11:56:00 AM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\June\Payment #36 - June 2023 - Certificate of Subcontractor.pdf","Payment #36 - June 2023 - Certificate of Subcontractor.pdf","7/6/2023 12:24:07 PM","7/6/2023 12:26:05 PM","165308","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\March\Payment #33 - March 2023 - Certificate of Subcontractor SM.pdf","Payment #33 - March 2023 - Certificate of Subcontractor SM.pdf","4/5/2023 8:52:00 AM","4/5/2023 8:57:31 AM","252649","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\March\Payment #33 - March 2023 - Certificate of Subcontractor.doc","Payment #33 - March 2023 - Certificate of Subcontractor.doc","4/4/2023 7:09:00 AM","4/4/2023 7:09:00 AM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\March\Payment #33 - March 2023 - Certificate of Subcontractor.pdf","Payment #33 - March 2023 - Certificate of Subcontractor.pdf","4/4/2023 7:09:57 AM","4/4/2023 7:15:29 AM","263406","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\May\Payment #35- May 2023 - Certificate of Subcontractor SM.pdf","Payment #35- May 2023 - Certificate of Subcontractor SM.pdf","6/12/2023 10:39:00 AM","6/12/2023 11:48:54 AM","286744","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\May\Payment #35- May 2023 - Certificate of Subcontractor.pdf","Payment #35- May 2023 - Certificate of Subcontractor.pdf","6/2/2023 1:37:54 PM","6/2/2023 1:48:59 PM","125217","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\November\Payment #41 - November 2023 - Certificate of Subcontractor.doc","Payment #41 - November 2023 - Certificate of Subcontractor.doc","12/1/2023 12:16:00 PM","12/1/2023 12:16:00 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\November\Payment #41 - November 2023 - Certificate of Subcontractor.pdf","Payment #41 - November 2023 - Certificate of Subcontractor.pdf","12/4/2023 2:31:00 PM","12/4/2023 2:32:40 PM","310314","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\October\Payment #40 - October 2023 - Certificate of Subcontractor.doc","Payment #40 - October 2023 - Certificate of Subcontractor.doc","11/3/2023 11:29:00 AM","11/3/2023 11:29:00 AM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\October\Payment #40 - October 2023 - Certificate of Subcontractor.pdf","Payment #40 - October 2023 - Certificate of Subcontractor.pdf","11/14/2023 1:14:00 PM","11/14/2023 1:29:22 PM","410446","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\September\Payment #39 - September 2023 - Certificate of Subcontractor.doc","Payment #39 - September 2023 - Certificate of Subcontractor.doc","10/5/2023 2:51:36 PM","10/5/2023 2:51:37 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\September\Payment #39 - September 2023 - Certificate of Subcontractor.pdf","Payment #39 - September 2023 - Certificate of Subcontractor.pdf","10/5/2023 2:51:51 PM","10/5/2023 2:54:27 PM","125262","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2023\September\Payment #39 - September 2023 - Certificate of Subcontractor_pdf.pdf","Payment #39 - September 2023 - Certificate of Subcontractor_pdf.pdf","10/10/2023 10:09:00 AM","10/10/2023 10:26:18 AM","266099","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #34 - January 2024 - Certificate of Subcontractor - KLD.pdf","Payment #34 - January 2024 - Certificate of Subcontractor - KLD.pdf","2/20/2024 10:21:00 AM","2/20/2024 10:23:20 AM","217039","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #43 - January 2024 - Certificate of Subcontractor SM.pdf","Payment #43 - January 2024 - Certificate of Subcontractor SM.pdf","2/20/2024 10:01:09 AM","2/20/2024 10:10:22 AM","187199","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #43 - January 2024 - Certificate of Subcontractor.doc","Payment #43 - January 2024 - Certificate of Subcontractor.doc","2/2/2024 11:55:48 AM","1/4/2024 12:51:00 PM","54272","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #43 - January 2024 - Certificate of Subcontractor.pdf","Payment #43 - January 2024 - Certificate of Subcontractor.pdf","2/2/2024 11:57:52 AM","2/2/2024 12:00:16 PM","266890","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #44 - February 2024 - Certificate of Subcontractor.pdf","Payment #44 - February 2024 - Certificate of Subcontractor.pdf","3/5/2024 1:04:00 PM","3/5/2024 1:15:01 PM","576669","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #45 - March 2024 - Certificate of Subcontractor SM.pdf","Payment #45 - March 2024 - Certificate of Subcontractor SM.pdf","4/19/2024 3:38:00 PM","4/19/2024 3:40:18 PM","532228","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #45 - March 2024 - Certificate of Subcontractor.doc","Payment #45 - March 2024 - Certificate of Subcontractor.doc","4/1/2024 1:46:00 PM","4/1/2024 1:46:00 PM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #45 - March 2024 - Certificate of Subcontractor.pdf","Payment #45 - March 2024 - Certificate of Subcontractor.pdf","4/1/2024 1:47:01 PM","4/1/2024 1:48:16 PM","253047","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #46 - April 2024 - Certificate of Subcontractor SM.pdf","Payment #46 - April 2024 - Certificate of Subcontractor SM.pdf","5/3/2024 11:01:00 AM","5/3/2024 11:04:08 AM","788240","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #46 - April 2024 - Certificate of Subcontractor.doc","Payment #46 - April 2024 - Certificate of Subcontractor.doc","5/2/2024 3:09:23 PM","5/2/2024 3:09:24 PM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #46 - April 2024 - Certificate of Subcontractor.pdf","Payment #46 - April 2024 - Certificate of Subcontractor.pdf","5/2/2024 3:09:32 PM","5/2/2024 3:11:40 PM","73201","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #47 - May 2024 - Certificate of Subcontractor SM.pdf","Payment #47 - May 2024 - Certificate of Subcontractor SM.pdf","6/20/2024 12:22:00 PM","6/20/2024 12:22:00 PM","266915","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #47 - May 2024 - Certificate of Subcontractor.doc","Payment #47 - May 2024 - Certificate of Subcontractor.doc","6/19/2024 8:40:00 AM","6/19/2024 8:40:00 AM","53248","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\Invoices\Accrual Estimates\2024\Payment #47 - May 2024 - Certificate of Subcontractor.pdf","Payment #47 - May 2024 - Certificate of Subcontractor.pdf","6/19/2024 8:51:21 AM","6/20/2024 12:36:47 PM","253252","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix I - Subcontractor SM v2 Signed Notarized.pdf","Appendix I - Subcontractor SM v2 Signed Notarized.pdf","8/22/2019 11:05:52 AM","8/22/2019 11:05:53 AM","217482","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix I - Subcontractor SM v2 Signed.pdf","Appendix I - Subcontractor SM v2 Signed.pdf","8/22/2019 7:18:39 AM","8/22/2019 7:18:39 AM","277193","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix I - Subcontractor SM v2.docx","Appendix I - Subcontractor SM v2.docx","8/22/2019 5:50:53 AM","8/22/2019 7:05:16 AM","122089","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix I - Subcontractor SM v2.pdf","Appendix I - Subcontractor SM v2.pdf","8/22/2019 7:04:47 AM","8/22/2019 7:04:47 AM","222567","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix I - Subcontractor.docx","Appendix I - Subcontractor.docx","7/11/2019 12:30:00 PM","7/22/2019 3:36:44 PM","85354","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix K - Contractor Responsibility Form Additional Answers v1.docx","Appendix K - Contractor Responsibility Form Additional Answers v1.docx","8/22/2019 6:40:58 AM","8/22/2019 6:40:58 AM","13692","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix K - Contractor Responsibility Form v1 Signed Notarized.pdf","Appendix K - Contractor Responsibility Form v1 Signed Notarized.pdf","8/22/2019 1:32:23 PM","8/22/2019 1:32:23 PM","572418","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Appendix K - Contractor Responsibility Form v1.docx","Appendix K - Contractor Responsibility Form v1.docx","8/22/2019 6:59:31 AM","8/22/2019 12:28:46 PM","88107","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\Exhibits_NEW\Exhibit 06 - Existing Record Data\NYCDOT Bridge Structures\2-24004 Queensboro Bridge over East River\2013 HBCR01C Contract Drawings (BIN 2-24004-H) FIN v1 05-31-19.pdf","2013 HBCR01C Contract Drawings (BIN 2-24004-H) FIN v1 05-31-19.pdf","7/16/2019 2:18:16 PM","7/15/2019 11:18:00 PM","559664","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\RFP Documents\Appendix F - Asbestos Contractor.docx","Appendix F - Asbestos Contractor.docx","7/13/2019 7:09:48 AM","7/11/2019 12:30:00 PM","101786","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\RFP Documents\Appendix G - Lead Subcontractor.docx","Appendix G - Lead Subcontractor.docx","7/13/2019 7:09:48 AM","7/11/2019 12:30:00 PM","101077","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\RFP Documents\Appendix H - Hazardous Waste Subcontractor.docx","Appendix H - Hazardous Waste Subcontractor.docx","7/13/2019 7:09:48 AM","7/11/2019 12:30:00 PM","98711","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\RFP Documents\Appendix I - Subcontractor.docx","Appendix I - Subcontractor.docx","7/13/2019 7:09:48 AM","7/11/2019 12:30:00 PM","99124","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\NEW\RFP Documents\Appendix K - Contractor Responsibility Form.docx","Appendix K - Contractor Responsibility Form.docx","7/13/2019 7:09:48 AM","7/11/2019 12:30:00 PM","56724","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\Appendix I - Subcontractor SM v1.docx","Appendix I - Subcontractor SM v1.docx","8/21/2019 1:45:08 PM","8/21/2019 1:45:09 PM","111320","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\Appendix I - Subcontractor SM.docx","Appendix I - Subcontractor SM.docx","8/20/2019 12:35:41 PM","8/21/2019 8:42:28 AM","96108","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\Appendix K - Contractor Responsibility Form Additional Answers.docx","Appendix K - Contractor Responsibility Form Additional Answers.docx","7/22/2019 3:21:15 PM","7/22/2019 3:22:36 PM","13246","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\Appendix K - Contractor Responsibility Form.docx","Appendix K - Contractor Responsibility Form.docx","7/11/2019 12:30:00 PM","7/22/2019 3:34:35 PM","62119","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\RFP Documents\Appendix I - Subcontractor.docx","Appendix I - Subcontractor.docx","8/20/2019 2:27:22 PM","8/20/2019 2:27:22 PM","97090","Archive"
"F:\Bids and Proposals\Past_Proposals\MTA\1071_Congestion Pricing\TransCore\RFP Documents\Old\RFP Documents\Exhibits\Exhibit 06 - Existing Record Data\NYCDOT Bridge Structures\2-24004 Queensboro Bridge over East River\2013 HBCR01C Contract Drawings (BIN 2-24004-H) FIN v1 05-31-19.pdf","2013 HBCR01C Contract Drawings (BIN 2-24004-H) FIN v1 05-31-19.pdf","7/3/2019 10:09:45 AM","7/3/2019 1:53:00 PM","559664","Archive"
